usp_category,usp_class,usp_drug,kegg_id
Antivirals,Anti-hepatitis C (HCV) Agents,peginterferon alfa-2a,D02747
Antivirals,Anti-hepatitis C (HCV) Agents,peginterferon alfa-2b,D02748
Antivirals,Anti-hepatitis C (HCV) Agents,boceprevir,D08876
Antivirals,Anti-hepatitis C (HCV) Agents,simeprevir,D10081
Antivirals,Anti-hepatitis C (HCV) Agents,simeprevir,D10469
Antivirals,Anti-hepatitis C (HCV) Agents,telaprevir,D09012
Antivirals,Anti-hepatitis C (HCV) Agents,sofosbuvir,D10366
Antivirals,Antiherpetic Agents,acyclovir,D00222
Antivirals,Antiherpetic Agents,acyclovir,D02764
Antivirals,Antiherpetic Agents,famciclovir,D00317
Antivirals,Antiherpetic Agents,foscarnet,D00579
Antivirals,Antiherpetic Agents,foscarnet,D02267
Antivirals,Antiherpetic Agents,idoxuridine,D00342
Antivirals,Antiherpetic Agents,trifluridine,D00391
Antivirals,Antiherpetic Agents,penciclovir,D05407
Antivirals,Antiherpetic Agents,penciclovir,D02124
Antivirals,Antiherpetic Agents,valacyclovir,D08664
Antivirals,Antiherpetic Agents,valacyclovir,D00398
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",delavirdine,D07782
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",delavirdine,D00895
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",efavirenz,D00896
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",etravirine,D04112
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",nevirapine,D00435
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",rilpivirine,D09720
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",rilpivirine,D09958
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,D07057
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,D00891
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,D02734
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir and lamivudine,D08775
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",didanosine,D00296
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",emtricitabine,D01199
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",emtricitabine and tenofovir,D02297
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",lamivudine,D00353
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",lamivudine and zidovudine,D07507
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",stavudine,D00445
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,D06074
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,D01982
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,D10428
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,D10605
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",zidovudine,D00413
Antivirals,"Anti-HIV Agents, Protease Inhibitors",atazanavir,D07471
Antivirals,"Anti-HIV Agents, Protease Inhibitors",atazanavir,D01276
Antivirals,"Anti-HIV Agents, Protease Inhibitors",darunavir,D03656
Antivirals,"Anti-HIV Agents, Protease Inhibitors",darunavir,D06478
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,D02497
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,D02867
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,D03835
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,D03837
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,D03833
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,D00897
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,D02861
Antivirals,"Anti-HIV Agents, Protease Inhibitors",lopinavir and ritonavir,D02498
Antivirals,"Anti-HIV Agents, Protease Inhibitors",nelfinavir,D08259
Antivirals,"Anti-HIV Agents, Protease Inhibitors",nelfinavir,D00899
Antivirals,"Anti-HIV Agents, Protease Inhibitors",ritonavir,D00427
Antivirals,"Anti-HIV Agents, Protease Inhibitors",saquinavir,D00429
Antivirals,"Anti-HIV Agents, Protease Inhibitors",saquinavir,D01160
Antivirals,"Anti-HIV Agents, Protease Inhibitors",tipranavir,D08605
Antivirals,"Anti-HIV Agents, Protease Inhibitors",tipranavir,D03843
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",dolutegravir,D10066
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",dolutegravir,D10113
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",raltegravir,D06676
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",raltegravir,D07133
Antivirals,"Anti-HIV Agents, Other",enfuvirtide,D02499
Antivirals,"Anti-HIV Agents, Other",maraviroc,D06670
Antivirals,"Anti-HIV Agents, Other",raltegravir,D06676
Antivirals,"Anti-HIV Agents, Other",raltegravir,D07133
Antivirals,Anti-influenza Agents,amantadine,D07441
Antivirals,Anti-influenza Agents,amantadine,D00777
Antivirals,Anti-influenza Agents,oseltamivir,D08306
Antivirals,Anti-influenza Agents,oseltamivir,D00900
Antivirals,Anti-influenza Agents,rimantadine,D08483
Antivirals,Anti-influenza Agents,rimantadine,D00901
Antivirals,Anti-influenza Agents,zanamivir,D00902
Antivirals,Anti-influenza Agents,zanamivir,D01937
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,D07880
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,D01179
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,D07913
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,D02567
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,D02362
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,D02260
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,D05374
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,D05375
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,D02360
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,D00825
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,D08670
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,D00821
Anxiolytics,Benzodiazepines,alprazolam,D00225
Anxiolytics,Benzodiazepines,chlordiazepoxide,D00267
Anxiolytics,Benzodiazepines,chlordiazepoxide,D00693
Anxiolytics,Benzodiazepines,clonazepam,D00280
Anxiolytics,Benzodiazepines,clorazepate,D00694
Anxiolytics,Benzodiazepines,clorazepate,D03562
Anxiolytics,Benzodiazepines,diazepam,D00293
Anxiolytics,Benzodiazepines,lorazepam,D00365
Anxiolytics,Benzodiazepines,oxazepam,D00464
Anxiolytics,"Anxiolytics, Other",buspirone,D07593
Anxiolytics,"Anxiolytics, Other",buspirone,D00702
Anxiolytics,"Anxiolytics, Other",doxepin,D07875
Anxiolytics,"Anxiolytics, Other",doxepin,D00814
Anxiolytics,"Anxiolytics, Other",hydroxyzine,D08054
Anxiolytics,"Anxiolytics, Other",hydroxyzine,D00672
Anxiolytics,"Anxiolytics, Other",hydroxyzine,D01096
Anxiolytics,"Anxiolytics, Other",meprobamate,D00376
Bipolar Agents,Mood Stabilizers,carbamazepine,D00252
Bipolar Agents,Mood Stabilizers,divalproex,D00304
Bipolar Agents,Mood Stabilizers,lamotrigine,D00354
Bipolar Agents,Mood Stabilizers,lithium,D08133
Bipolar Agents,Mood Stabilizers,lithium,D00801
Bipolar Agents,Mood Stabilizers,lithium,D04749
Bipolar Agents,Mood Stabilizers,lithium,D04750
Bipolar Agents,Mood Stabilizers,lithium,D08134
Bipolar Agents,Mood Stabilizers,lithium,D08135
Bipolar Agents,Mood Stabilizers,lithium,D08136
Bipolar Agents,Mood Stabilizers,lithium,D08137
Bipolar Agents,Mood Stabilizers,valproate,D00399
Bipolar Agents,Mood Stabilizers,valproate,D00304
Bipolar Agents,Mood Stabilizers,valproate,D00710
Bipolar Agents,Mood Stabilizers,valproate,D08667
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,D01164
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,D10355
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,D10364
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,D10516
Bipolar Agents,"Bipolar Agents, Other",asenapine,D02995
Bipolar Agents,"Bipolar Agents, Other",olanzapine,D00454
Bipolar Agents,"Bipolar Agents, Other",olanzapine,D06623
Bipolar Agents,"Bipolar Agents, Other",quetiapine,D08456
Bipolar Agents,"Bipolar Agents, Other",quetiapine,D00458
Bipolar Agents,"Bipolar Agents, Other",risperidone,D00426
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,D08687
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,D01939
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,D02100
Blood Glucose Regulators,Antidiabetic Agents,acarbose,D00216
Blood Glucose Regulators,Antidiabetic Agents,miglitol,D00625
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,D05594
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,D05595
Blood Glucose Regulators,Antidiabetic Agents,metformin,D04966
Blood Glucose Regulators,Antidiabetic Agents,metformin,D00944
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,D07743
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,D03582
Blood Glucose Regulators,Antidiabetic Agents,alogliptin,D06553
Blood Glucose Regulators,Antidiabetic Agents,linagliptin,D09566
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,D08996
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,D09753
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,D10262
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,D08516
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,D06645
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,D03165
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,D00780
Blood Glucose Regulators,Antidiabetic Agents,exenatide,D04121
Blood Glucose Regulators,Antidiabetic Agents,liraglutide,D06404
Blood Glucose Regulators,Antidiabetic Agents,nateglinide,D01111
Blood Glucose Regulators,Antidiabetic Agents,repaglinide,D00594
Blood Glucose Regulators,Antidiabetic Agents,canagliflozin,D09592
Blood Glucose Regulators,Antidiabetic Agents,chlorpropamide,D00271
Blood Glucose Regulators,Antidiabetic Agents,glimepiride,D00593
Blood Glucose Regulators,Antidiabetic Agents,glipizide,D00335
Blood Glucose Regulators,Antidiabetic Agents,glyburide,D00336
Blood Glucose Regulators,Antidiabetic Agents,tolazamide,D00379
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,D00380
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,D06177
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,D08378
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,D00945
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,D08491
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,D00596
Blood Glucose Regulators,Glycemic Agents,diazoxide,D00294
Blood Glucose Regulators,Glycemic Agents,glucagon,D00116
Blood Glucose Regulators,Glycemic Agents,glucagon,D02118
Blood Glucose Regulators,Insulins,insulin aspart,D04475
Blood Glucose Regulators,Insulins,insulin glulisine,D04540
Blood Glucose Regulators,Insulins,insulin lispro,D04477
Blood Glucose Regulators,Insulins,insulin human (regular),D03230
Blood Glucose Regulators,Insulins,isophane insulin (human),D04541
Blood Glucose Regulators,Insulins,isophane insulin (human),D04547
Blood Glucose Regulators,Insulins,insulin detemir,D04539
Blood Glucose Regulators,Insulins,insulin glargine,D03250
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,D09707
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,D07144
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,D07082
Blood Products/Modifiers/Volume Expanders,Anticoagulants,apixaban,D03213
Blood Products/Modifiers/Volume Expanders,Anticoagulants,rivaroxaban,D07086
Blood Products/Modifiers/Volume Expanders,Anticoagulants,fondaparinux,D01844
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dalteparin,D03353
Blood Products/Modifiers/Volume Expanders,Anticoagulants,enoxaparin,D03674
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,D08682
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,D00564
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,D01280
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,filgrastim,D03235
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,pegfilgrastim,D06889
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,sargramostim,D05803
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,darbepoetin alfa,D03651
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,epoetin alfa,D03231
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,D07455
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,D02933
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,D10255
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,eltrombopag olamine,D03978
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,romiplostim,D08990
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,plerixafor,D08971
Blood Products/Modifiers/Volume Expanders,Coagulants,tranexamic acid,D01136
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,D07729
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,D00769
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,prasugrel,D05597
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,D08594
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,D01028
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticagrelor,D09017
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,dipyridamole,D00302
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,cilostazol,D01896
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,D00281
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,D00604
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,D08031
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,D00606
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,D08205
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,D00405
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopate,D04997
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,D08220
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,D01307
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,D08365
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,D00511
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,D08366
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,D08966
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,D07874
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,D00608
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,D08358
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,D00507
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,D08411
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,D00609
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,D08569
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,D00610
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,D07499
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,D00620
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,captopril,D00251
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,D07892
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,D00621
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,D07992
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,D00622
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,D08131
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,D00362
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,D08225
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,D00623
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,D03753
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,D00624
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,D03752
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,D00459
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,ramipril,D00421
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,trandolapril,D00383
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,D08864
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,D08067
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,D08865
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,D00522
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,D00626
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,D04040
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,D02082
Cardiovascular Agents,Angiotensin II Receptor Antagonists,irbesartan,D00523
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,D08146
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,D00357
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,D05246
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,D01204
Cardiovascular Agents,Angiotensin II Receptor Antagonists,telmisartan,D00627
Cardiovascular Agents,Angiotensin II Receptor Antagonists,valsartan,D00400
Cardiovascular Agents,Antiarrhythmics,amiodarone,D02910
Cardiovascular Agents,Antiarrhythmics,amiodarone,D00636
Cardiovascular Agents,Antiarrhythmics,disopyramide,D00303
Cardiovascular Agents,Antiarrhythmics,disopyramide,D00637
Cardiovascular Agents,Antiarrhythmics,dofetilide,D00647
Cardiovascular Agents,Antiarrhythmics,dronedarone,D02537
Cardiovascular Agents,Antiarrhythmics,dronedarone,D03914
Cardiovascular Agents,Antiarrhythmics,flecainide,D07962
Cardiovascular Agents,Antiarrhythmics,flecainide,D00638
Cardiovascular Agents,Antiarrhythmics,mexiletine,D08215
Cardiovascular Agents,Antiarrhythmics,mexiletine,D00639
Cardiovascular Agents,Antiarrhythmics,procainamide,D08421
Cardiovascular Agents,Antiarrhythmics,procainamide,D00477
Cardiovascular Agents,Antiarrhythmics,propafenone,D08435
Cardiovascular Agents,Antiarrhythmics,propafenone,D00640
Cardiovascular Agents,Antiarrhythmics,quinidine,D08458
Cardiovascular Agents,Antiarrhythmics,quinidine,D00642
Cardiovascular Agents,Antiarrhythmics,quinidine,D00643
Cardiovascular Agents,Antiarrhythmics,quinidine,D02272
Cardiovascular Agents,Antiarrhythmics,quinidine,D08459
Cardiovascular Agents,Antiarrhythmics,sotalol,D08525
Cardiovascular Agents,Antiarrhythmics,sotalol,D01026
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,D02338
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,D00597
Cardiovascular Agents,Beta-adrenergic Blocking Agents,atenolol,D00235
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,D07526
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,D00598
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,D02342
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,D00634
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,D00255
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,D03415
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,D08106
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,D00600
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,D02358
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,D00601
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,D00635
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,D05011
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nadolol,D00432
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,D05127
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,D06622
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,D08074
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,D00602
Cardiovascular Agents,Beta-adrenergic Blocking Agents,pindolol,D00513
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,D08443
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,D00483
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,D08600
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,D00378
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,D00603
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,D07450
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,D00615
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,D02914
Cardiovascular Agents,Calcium Channel Blocking Agents,felodipine,D00319
Cardiovascular Agents,Calcium Channel Blocking Agents,isradipine,D00349
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,D08270
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,D00617
Cardiovascular Agents,Calcium Channel Blocking Agents,nifedipine,D00437
Cardiovascular Agents,Calcium Channel Blocking Agents,nimodipine,D00438
Cardiovascular Agents,Calcium Channel Blocking Agents,nisoldipine,D00618
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,D07845
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,D00616
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,D03830
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,D02356
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,D00619
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,D00218
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,D01196
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",methazolamide,D00655
Cardiovascular Agents,"Diuretics, Loop",bumetanide,D00247
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,D00313
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,D04079
Cardiovascular Agents,"Diuretics, Loop",furosemide,D00331
Cardiovascular Agents,"Diuretics, Loop",furosemide,D07999
Cardiovascular Agents,"Diuretics, Loop",furosemide,D08001
Cardiovascular Agents,"Diuretics, Loop",torsemide,D00382
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,D07447
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,D00649
Cardiovascular Agents,"Diuretics, Potassium-sparing",eplerenone,D01115
Cardiovascular Agents,"Diuretics, Potassium-sparing",spironolactone,D00443
Cardiovascular Agents,"Diuretics, Potassium-sparing",triamterene,D00386
Cardiovascular Agents,"Diuretics, Thiazide",bendroflumethiazide,D00650
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,D00519
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,D03471
Cardiovascular Agents,"Diuretics, Thiazide",chlorthalidone,D00272
Cardiovascular Agents,"Diuretics, Thiazide",hydrochlorothiazide,D00340
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,D00345
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,D06401
Cardiovascular Agents,"Diuretics, Thiazide",methyclothiazide,D00656
Cardiovascular Agents,"Diuretics, Thiazide",metolazone,D00431
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",choline fenofibrate,D08890
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",fenofibrate/fenofibric acid,D00565
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",gemfibrozil,D00334
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,D07474
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,D00887
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,D02258
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,D07983
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,D00892
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",lovastatin,D00359
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,D01862
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,D10568
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,D08410
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,D00893
